run_ts_utc,experiment_name,model,feature_set,logloss,accuracy
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,no_elo,0.983818,0.534548
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,no_elo,0.995574,0.51101
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,no_xg,0.982975,0.531511
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,no_xg,0.984619,0.524677
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,no_momentum,0.983581,0.528474
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,no_momentum,0.994912,0.513288
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,no_rest,0.981636,0.531511
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,no_rest,0.989789,0.51101
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,no_form,0.98366,0.530752
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,no_form,0.995839,0.507213
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,model_only,1.001236,0.506454
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,model_only,1.047221,0.465452
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,market_only,0.979918,0.526955
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,market_only,1.035576,0.463174
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,xgb,market_plus_context,0.979134,0.528474
2026-05-08T13:30:12.852974+00:00,final_market_xg_comparison,mlp,market_plus_context,0.980794,0.53303
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_momentum,0.997156,0.505404
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_rest,0.982973,0.53274
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_rest,0.997201,0.508582
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,no_form,0.9845,0.532104
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,no_form,0.996943,0.507947
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,model_only,0.999664,0.509218
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,model_only,1.016474,0.514304
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,market_only,0.98084,0.527654
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,market_only,1.003351,0.521933
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,xgb,market_plus_context,0.980261,0.528926
2026-05-11T12:44:34.118924+00:00,final_market_xg_comparison,mlp,market_plus_context,1.000475,0.530197
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_momentum,0.997156,0.505404
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_rest,0.982973,0.53274
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_rest,0.997201,0.508582
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,no_form,0.9845,0.532104
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,no_form,0.996943,0.507947
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,model_only,0.999664,0.509218
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,model_only,1.016474,0.514304
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,market_only,0.98084,0.527654
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,market_only,1.003351,0.521933
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,xgb,market_plus_context,0.980261,0.528926
2026-05-11T13:33:06.675197+00:00,final_market_xg_comparison,mlp,market_plus_context,1.000475,0.530197
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_momentum,0.997156,0.505404
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_rest,0.982973,0.53274
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_rest,0.997201,0.508582
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,no_form,0.9845,0.532104
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,no_form,0.996943,0.507947
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,model_only,0.999664,0.509218
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,model_only,1.016474,0.514304
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,market_only,0.98084,0.527654
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,market_only,1.003351,0.521933
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,xgb,market_plus_context,0.980261,0.528926
2026-05-11T13:43:46.529607+00:00,final_market_xg_comparison,mlp,market_plus_context,1.000475,0.530197
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_momentum,0.997156,0.505404
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_rest,0.982973,0.53274
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_rest,0.997201,0.508582
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,no_form,0.9845,0.532104
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,no_form,0.996943,0.507947
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,model_only,0.999664,0.509218
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,model_only,1.016474,0.514304
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,market_only,0.98084,0.527654
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,market_only,1.003351,0.521933
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,xgb,market_plus_context,0.980261,0.528926
2026-05-11T13:47:08.629859+00:00,final_market_xg_comparison,mlp,market_plus_context,1.000475,0.530197
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_momentum,0.997156,0.505404
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_rest,0.982973,0.53274
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_rest,0.997201,0.508582
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,no_form,0.9845,0.532104
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,no_form,0.996943,0.507947
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,model_only,0.999664,0.509218
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,model_only,1.016474,0.514304
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,market_only,0.98084,0.527654
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,market_only,1.003351,0.521933
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,xgb,market_plus_context,0.980261,0.528926
2026-05-11T14:04:06.549234+00:00,final_market_xg_comparison,mlp,market_plus_context,1.000475,0.530197
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,all_features,0.984231,0.534011
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,all_features,0.989737,0.513032
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,core_18,0.983652,0.537826
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,core_18,0.987802,0.508582
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_new_data_features,0.983652,0.537826
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_new_data_features,0.987802,0.508582
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_new_local_features,0.984276,0.534011
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_new_local_features,1.04722,0.45391
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_new_local_stats,0.98258,0.531469
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_new_local_stats,0.987545,0.512397
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_understat_xg,0.983818,0.530197
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_understat_xg,1.008213,0.492053
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_odds_context,0.985973,0.531469
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_odds_context,0.994735,0.507947
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,core_plus_odds,0.982055,0.541004
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,core_plus_odds,0.988223,0.520025
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,core_plus_stats,0.985229,0.534647
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,core_plus_stats,0.998164,0.504132
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,core_plus_new_local,0.983818,0.530197
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,core_plus_new_local,1.008213,0.492053
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,core_plus_understat_xg,0.984276,0.534011
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,core_plus_understat_xg,1.04722,0.45391
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,market_plus_understat_xg,0.982657,0.530197
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,market_plus_understat_xg,0.986233,0.513032
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,market_context_plus_understat_xg,0.981005,0.532104
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,market_context_plus_understat_xg,0.984954,0.517483
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_market,0.995249,0.520025
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_market,1.00981,0.497139
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_elo,0.983947,0.535919
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_elo,1.001675,0.504768
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_xg,0.984292,0.534011
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,mlp,no_xg,0.991275,0.516847
2026-05-12T14:37:01.063433+00:00,final_market_xg_comparison,xgb,no_momentum,0.984975,0.52829
